plan_id,state,metal_level,rate,rate_area
29985HF3242318,OH,Silver,393.76,2
00026NU0750181,OH,Silver,393.95,2
00325IL9545078,OH,Silver,395.34,2
73844UX6937010,OH,Silver,419.1,2
14717HW8331087,OH,Silver,427.15,2
35665SO5292993,OH,Silver,245.96,3
20508SH5699234,OH,Silver,260.94,3
09400EN9996521,OH,Silver,267.27,3
44236RU5249342,OH,Silver,268.83,3
21336EK6965569,OH,Silver,272.62,3
10677LB2799593,OH,Silver,278.25,3
78433QU3908799,OH,Silver,280.74,3
58539NQ3399124,OH,Silver,286.23,3
57339YF0127789,OH,Silver,286.83,3
64902CW0746537,OH,Silver,288.89,3
95081LJ3468920,OH,Silver,292.15,3
11804MN4602092,OH,Silver,292.75,3
97113NG3165415,OH,Silver,293.33,3
69778OW4888248,OH,Silver,296.0,3
24258SM2740340,OH,Silver,299.14,3
49214MS5374982,OH,Silver,301.5,3
85702QA4554928,OH,Silver,302.12,3
07889ER9201272,OH,Silver,303.32,3
32572LY4408579,OH,Silver,303.63,3
41160CF3478383,OH,Silver,303.95,3
61378YE1423907,OH,Silver,304.69,3
78646HI4664013,OH,Silver,313.67,3
65920US8246423,OH,Silver,314.07,3
91454YR6879036,OH,Silver,322.85,3
40281UC4169833,OH,Silver,324.3,3
65906QK9446927,OH,Silver,325.8,3
03173YM2800939,OH,Silver,330.96,3
16575PV1862938,OH,Silver,338.01,3
32636JX2835090,OH,Silver,340.74,3
91683NR1168457,OH,Silver,340.85,3
98399GT1495262,OH,Silver,340.91,3
22625HY5046789,OH,Silver,342.11,3
20693CA0395434,OH,Silver,343.93,3
84737HJ3296495,OH,Silver,343.93,3
28261LS1852188,OH,Silver,355.83,3
50663JZ1453598,OH,Silver,355.83,3
77459YU0153329,OH,Silver,363.1,3
96484RH9469577,OH,Silver,477.57,3
21092WS8430216,OH,Silver,486.75,3
13282WB2297581,OH,Silver,226.44,4
08682PF6174894,OH,Silver,230.3,4
41119QM9939963,OH,Silver,235.06,4
08659GY6546843,OH,Silver,241.81,4
04238JM3989929,OH,Silver,242.31,4
79607LI9709534,OH,Silver,244.05,4
25515QG7040136,OH,Silver,246.26,4
77078YR6805106,OH,Silver,246.8,4
24838EA5345143,OH,Silver,247.31,4
34649HE8072322,OH,Silver,247.41,4
04934UQ4590145,OH,Silver,250.06,4
96145CY3004854,OH,Silver,250.09,4
96156BI2569510,OH,Silver,255.23,4
87591VC8031162,OH,Silver,256.24,4
98108HZ1798547,OH,Silver,256.77,4
89930SI3944523,OH,Silver,261.47,4
34185LJ2667437,OH,Silver,264.98,4
71094JB3202172,OH,Silver,268.75,4
09322YT3723306,OH,Silver,269.07,4
29207ER1464091,OH,Silver,270.65,4
28974HT5731671,OH,Silver,271.6,4
68124GE6777454,OH,Silver,290.55,4
91614FU8624313,OH,Silver,292.97,4
22317OS5099131,OH,Silver,309.52,4
52409OX1459388,OH,Silver,311.35,4
45134BC7524776,OH,Silver,316.19,4
12669FG8202632,OH,Silver,318.24,4
07152OS5095807,OH,Silver,319.09,4
95936NX3996119,OH,Silver,321.49,4
85230FG3394307,OH,Silver,327.15,4
78500MT1199609,OH,Silver,328.11,4
99856OQ0203563,OH,Silver,330.33,4
52254NB4267333,OH,Silver,330.65,4
68837BE9211139,OH,Silver,331.61,4
15279FD8112472,OH,Silver,335.1,4
14003SA5820225,OH,Silver,337.82,4
47325YC3033383,OH,Silver,337.97,4
38935CT0662707,OH,Silver,339.16,4
49008FR1598247,OH,Silver,343.93,4
33276NR9083569,OH,Silver,343.93,4
99842WP0178828,OH,Silver,355.83,4
69040BA4725570,OH,Silver,355.83,4
89471GD1553774,OH,Silver,466.15,4
29654BE2233191,OH,Silver,475.12,4
28613JJ9576262,OH,Silver,261.47,5
74490BD4523838,OH,Silver,268.75,5
25971UR6951938,OH,Silver,270.65,5
58655ET6863729,OH,Silver,271.6,5
74553BI5446634,OH,Silver,271.82,5
74017DB9503292,OH,Silver,290.55,5
44352UR5278226,OH,Silver,297.0,5
44095HX7023317,OH,Silver,299.14,5
13863RN8574257,OH,Silver,309.52,5
20108HT5796338,OH,Silver,313.52,5
36761HV9718399,OH,Silver,322.85,5
84837GU7929591,OH,Silver,323.72,5
09802MH0442855,OH,Silver,325.8,5
89323QE6235565,OH,Silver,330.39,5
11458RE4602546,OH,Silver,333.83,5
70054MW8509221,OH,Silver,337.43,5
91956KY9957466,OH,Silver,340.16,5
33335GC9281030,OH,Silver,340.31,5
43004KI0114785,OH,Silver,341.52,5
22591QY7157305,OH,Silver,343.18,5
51878SU5622595,OH,Silver,346.52,5
39104EY9308455,OH,Silver,346.85,5
13710AU4705641,OH,Silver,347.86,5
85370HV8633178,OH,Silver,350.72,5
71558TQ2364596,OH,Silver,350.72,5
64034WN0893919,OH,Silver,362.86,5
92183PS5330825,OH,Silver,362.86,5
82445XJ2426103,OH,Silver,426.19,5
38458HU5719881,OH,Silver,434.39,5
58393ID9021475,OH,Silver,241.81,6
21871SI8945723,OH,Silver,248.54,6
14007LB1050468,OH,Silver,250.3,6
33631JK4474295,OH,Silver,251.18,6
28945JA2031312,OH,Silver,273.73,6
24522ZB2724256,OH,Silver,280.91,6
46432CW3218214,OH,Silver,283.13,6
69309LJ8924333,OH,Silver,302.98,6
12763ZT2236801,OH,Silver,312.44,6
69427YC3965996,OH,Silver,312.44,6
13843IY4091774,OH,Silver,314.56,6
42348XX4953646,OH,Silver,322.76,6
52377JB6072310,OH,Silver,323.25,6
76520CY8502906,OH,Silver,323.25,6
91167QG9867207,OH,Silver,339.49,6
92128NC9673108,OH,Silver,340.25,6
02538ZF0278012,OH,Silver,342.6,6
35273WT3385546,OH,Silver,351.33,6
13694JN1561863,OH,Silver,358.56,6
03904JP1540664,OH,Silver,366.2,6
09840WI4078211,OH,Silver,369.16,6
83604OK2501014,OH,Silver,369.33,6
77981WE2772574,OH,Silver,370.64,6
86462XU2084971,OH,Silver,388.85,6
01010BL7992164,OH,Silver,396.33,6
18581TR0830207,OH,Silver,294.36,7
63483OW8398674,OH,Silver,299.14,7
08803ZE8978247,OH,Silver,302.09,7
67286XG4496708,OH,Silver,304.47,7
64685FT3722645,OH,Silver,318.22,7
20421TW4038344,OH,Silver,318.92,7
99235XG9692812,OH,Silver,318.92,7
98979PO5412142,OH,Silver,322.85,7
87870PI5987041,OH,Silver,325.8,7
32029JY5700541,OH,Silver,328.58,7
20934FH5580956,OH,Silver,329.96,7
21245QT0114042,OH,Silver,329.96,7
25350ME2273401,OH,Silver,335.34,7
45224QW2824394,OH,Silver,342.49,7
00753BZ3695888,OH,Silver,345.25,7
11599BC6346655,OH,Silver,345.42,7
43468IO7079218,OH,Silver,346.64,7
38401RG2676225,OH,Silver,356.83,7
61895MO1983364,OH,Silver,380.12,7
39900GL5017446,OH,Silver,432.06,7
37997GF7656440,OH,Silver,440.36,7
86132IX8273406,OH,Silver,237.91,8
22496WW6979618,OH,Silver,259.82,8
45909XC0926240,OH,Silver,275.11,8
07662IE4111862,OH,Silver,282.33,8
68179BD0043742,OH,Silver,284.55,8
12850ON8330280,OH,Silver,311.47,8
83190XP8998771,OH,Silver,334.87,8
98417UH7557499,OH,Silver,336.16,8
23643DK0635741,OH,Silver,339.24,8
57571MV8915321,OH,Silver,345.78,8
91804LL2608012,OH,Silver,352.89,8
27904RI9071562,OH,Silver,356.83,8
07091JP5246706,OH,Silver,359.98,8
94983UG1204263,OH,Silver,359.98,8
19527PN0088923,OH,Silver,360.41,8
28768RL4851595,OH,Silver,363.32,8
15027QD9382271,OH,Silver,363.5,8
64230SC0725326,OH,Silver,364.78,8
50588RN9490401,OH,Silver,372.44,8
85843FN9601713,OH,Silver,372.44,8
12111TB5771533,OH,Silver,380.12,8
25477RC6765194,OH,Silver,440.7,8
07645YS2506396,OH,Silver,449.17,8
41444OT8604886,OH,Silver,237.91,9
42214JW0690035,OH,Silver,259.82,9
90910WY0074278,OH,Silver,275.11,9
80685MB3023884,OH,Silver,282.33,9
20450XB5501950,OH,Silver,284.55,9
32793VR0149623,OH,Silver,295.88,9
27137CL7316603,OH,Silver,299.14,9
16851JI9861430,OH,Silver,315.19,9
81495RC5105351,OH,Silver,322.85,9
95211SI3365690,OH,Silver,325.8,9
78141OW4903104,OH,Silver,333.33,9
20806YV5525453,OH,Silver,342.69,9
54130SM5480461,OH,Silver,342.69,9
93809HB0163301,OH,Silver,344.18,9
11423HI5999146,OH,Silver,351.26,9
42800GI1551875,OH,Silver,354.56,9
02712LG0099604,OH,Silver,354.56,9
07318HK9524160,OH,Silver,356.75,9
60824ED4531693,OH,Silver,358.75,9
98698UJ9134637,OH,Silver,361.65,9
53109XY2918610,OH,Silver,361.81,9
40825HX3670813,OH,Silver,363.1,9
28263TD7184808,OH,Silver,366.74,9
74470IC8455984,OH,Silver,370.3,9
04242HW0319898,OH,Silver,370.66,9
69221NN1980536,OH,Silver,371.73,9
02915WR2248928,OH,Silver,424.51,9
73732FA0653433,OH,Silver,432.66,9
11313FV2744224,OH,Silver,291.61,10
33268UQ4810308,OH,Silver,318.47,10
60755QO4196302,OH,Silver,339.23,10
96953RE1421087,OH,Silver,340.55,10
88740FX6225061,OH,Silver,362.79,10
01903YK1109155,OH,Silver,366.11,10
54415KF2833809,OH,Silver,369.47,10
33329AX2371108,OH,Silver,379.64,10
53784YG4560590,OH,Silver,392.0,10
93829KC6806085,OH,Silver,400.08,10
81569BZ5134741,OH,Silver,407.22,10
54710WU2308028,OH,Silver,407.22,10
18783PO2892586,OH,Silver,408.6,10
24787BV2621419,OH,Silver,411.9,10
86430TA9514141,OH,Silver,412.09,10
55210TW3171510,OH,Silver,413.55,10
80615AM3872111,OH,Silver,421.32,10
43216VM4518588,OH,Silver,421.32,10
57942SY1619874,OH,Silver,461.78,10
34512QF2574554,OH,Silver,470.66,10
13515SA5407871,OH,Silver,235.65,11
33654YU0798083,OH,Silver,240.52,11
96220QY5928868,OH,Silver,245.96,11
44477QG0320552,OH,Silver,247.42,11
00582AP1222898,OH,Silver,247.93,11
96410VW6342701,OH,Silver,249.72,11
88625QP2384211,OH,Silver,252.54,11
96642BE6899136,OH,Silver,253.06,11
69617UN9164868,OH,Silver,255.87,11
07066CT8080191,OH,Silver,260.83,11
95123LY6564888,OH,Silver,261.15,11
40304OG7930662,OH,Silver,262.19,11
35558QO6538060,OH,Silver,262.73,11
80351SW0177076,OH,Silver,268.09,11
54242EO4866031,OH,Silver,268.59,11
10205JS0255276,OH,Silver,269.99,11
04482ZI2025774,OH,Silver,270.93,11
92918EN1835477,OH,Silver,271.14,11
74768WM8019287,OH,Silver,275.46,11
65749YO3091088,OH,Silver,293.3,11
42511JM2739410,OH,Silver,293.3,11
77116TK3000976,OH,Silver,293.44,11
41908PA1686345,OH,Silver,294.36,11
18600UD0179357,OH,Silver,302.09,11
73620CF2412588,OH,Silver,303.45,11
57804IP2910097,OH,Silver,303.45,11
79127PI4314686,OH,Silver,304.47,11
13802SS7546085,OH,Silver,314.1,11
41108WT3376041,OH,Silver,317.64,11
79094HA2726654,OH,Silver,322.9,11
19238VR4813142,OH,Silver,326.04,11
73483DO8701811,OH,Silver,326.35,11
79381BN3682722,OH,Silver,327.3,11
02462LL7728047,OH,Silver,337.09,11
10548MZ9632217,OH,Silver,342.82,11
29484KK5633629,OH,Silver,345.96,11
72331IP5284309,OH,Silver,348.07,11
27185OD4269640,OH,Silver,355.23,11
33278ZX1955007,OH,Silver,362.8,11
85081MV0739231,OH,Silver,363.33,11
50629FB4637252,OH,Silver,365.74,11
86632HI9468851,OH,Silver,365.9,11
95930TG2863360,OH,Silver,367.2,11
93727EN8235957,OH,Silver,415.01,11
98993QY5172430,OH,Silver,475.75,11
35463DW0692062,OH,Silver,484.91,11
63735PI8292634,OH,Silver,237.35,12
65752EV6317503,OH,Silver,253.89,12
39387EB5470724,OH,Silver,254.44,12
80134RO3399561,OH,Silver,259.14,12
45124VE8080622,OH,Silver,259.19,12
74082YW5758233,OH,Silver,266.57,12
71338QJ8281401,OH,Silver,267.12,12
96157JO3451932,OH,Silver,269.05,12
87097DT2156261,OH,Silver,272.08,12
01709YV7953800,OH,Silver,272.65,12
78603VB3374808,OH,Silver,275.67,12
53465FK1510326,OH,Silver,277.48,12
59706DD5724868,OH,Silver,277.94,12
75063MH1034040,OH,Silver,278.42,12
06371YM0963776,OH,Silver,281.37,12
20881HO1252861,OH,Silver,282.49,12
98864BR9905963,OH,Silver,283.07,12
51697CT3256647,OH,Silver,285.2,12
11776BX2848453,OH,Silver,287.22,12
74013GK6138541,OH,Silver,288.23,12
23990ZG9290445,OH,Silver,290.01,12
78830OY8514082,OH,Silver,292.13,12
86482UP7724535,OH,Silver,294.36,12
25542SN1816367,OH,Silver,296.6,12
30793YF3801456,OH,Silver,301.02,12
55362LE3063036,OH,Silver,301.02,12
54429SV9721829,OH,Silver,302.09,12
70748ON0979595,OH,Silver,304.47,12
98960RO0678818,OH,Silver,306.01,12
56301TN6147065,OH,Silver,311.44,12
15431BX1243652,OH,Silver,311.44,12
58069WZ3453496,OH,Silver,315.97,12
48741SQ0184161,OH,Silver,322.15,12
53543OO0479965,OH,Silver,322.48,12
80098MX7559135,OH,Silver,323.81,12
55897GF1434336,OH,Silver,329.34,12
80847PL3505121,OH,Silver,331.27,12
69159OC0280227,OH,Silver,332.01,12
21511UU6269213,OH,Silver,332.16,12
98405CQ1504559,OH,Silver,333.34,12
42931WC6863093,OH,Silver,349.47,12
69636PK8830808,OH,Silver,352.67,12
51802AX3844634,OH,Silver,360.25,12
23766VE0975598,OH,Silver,367.97,12
90320GZ5693680,OH,Silver,370.34,12
57370OK9018240,OH,Silver,373.94,12
74171LB0503763,OH,Silver,374.3,12
21866DF5642759,OH,Silver,375.38,12
49297PO4417548,OH,Silver,471.39,12
88804FQ7784439,OH,Silver,480.46,12
78823IX0104419,OH,Silver,279.29,13
61904MC8458633,OH,Silver,285.52,13
62391RV9897543,OH,Silver,286.87,13
43717FN3897137,OH,Silver,287.07,13
06496CO0759667,OH,Silver,289.1,13
49468UJ8715194,OH,Silver,290.11,13
39624SV1493572,OH,Silver,298.24,13
14268JH3817422,OH,Silver,301.02,13
85581NK7231441,OH,Silver,301.02,13
04457UR6140311,OH,Silver,304.16,13
43673RO4113888,OH,Silver,307.96,13
37610KL2484047,OH,Silver,308.39,13
54645VZ2926014,OH,Silver,311.44,13
04269ID3318006,OH,Silver,311.44,13
96258UC3541190,OH,Silver,313.37,13
95641IF1132503,OH,Silver,314.29,13
90515YM1446905,OH,Silver,319.2,13
25035PB1483036,OH,Silver,320.99,13
61735BA6165038,OH,Silver,323.59,13
16792TC2634547,OH,Silver,323.74,13
91805PR4653445,OH,Silver,324.88,13
12625EC4010117,OH,Silver,328.13,13
14428BN5400238,OH,Silver,331.33,13
99443KP1928104,OH,Silver,331.64,13
55459JM4270755,OH,Silver,332.6,13
09311RL6647733,OH,Silver,332.83,13
54577TG8781200,OH,Silver,335.88,13
74681OH4727791,OH,Silver,365.33,13
94337JE1699564,OH,Silver,388.45,13
11363UC5667542,OH,Silver,395.93,13
18967OW9854153,OH,Silver,417.28,13
34323MZ0490154,OH,Silver,254.44,14
48198WC3263069,OH,Silver,277.94,14
06155ZA6584397,OH,Silver,289.26,14
61494KO7379091,OH,Silver,290.69,14
45547ZS2966280,OH,Silver,298.68,14
52833QG1609993,OH,Silver,298.78,14
00085NU6229707,OH,Silver,300.9,14
74885RR9946057,OH,Silver,301.02,14
98407LS5976481,OH,Silver,301.02,14
62954VX0775656,OH,Silver,301.95,14
00539BY4466634,OH,Silver,304.82,14
64287JM1581436,OH,Silver,311.33,14
79708EB2991607,OH,Silver,311.44,14
88180VO4114997,OH,Silver,311.44,14
15932XC6015761,OH,Silver,313.84,14
68625KA8246781,OH,Silver,313.98,14
74346JT2495994,OH,Silver,314.56,14
43566DA5282709,OH,Silver,315.1,14
12528KD4110362,OH,Silver,322.15,14
98653DL2969000,OH,Silver,324.57,14
38060QA6789186,OH,Silver,339.49,14
47475DM8722268,OH,Silver,342.6,14
69799ST7504262,OH,Silver,345.77,14
24074IY6586129,OH,Silver,367.97,14
77335YK0334998,OH,Silver,384.09,14
77567YU9933157,OH,Silver,391.48,14
13192VO4672705,OH,Silver,251.46,15
34640OT8967446,OH,Silver,254.44,15
67350SC4177901,OH,Silver,256.66,15
57098QV2449478,OH,Silver,258.0,15
65110VQ8338353,OH,Silver,260.4,15
12222FJ1453225,OH,Silver,264.02,15
65677MR5808799,OH,Silver,264.57,15
54144ZW2574804,OH,Silver,266.47,15
19778XS8016284,OH,Silver,266.69,15
78772DU1269046,OH,Silver,269.48,15
10040LL9772127,OH,Silver,269.55,15
04323EK2008216,OH,Silver,270.03,15
77068XL1128546,OH,Silver,273.03,15
11448XR4323671,OH,Silver,274.85,15
39863EC1037217,OH,Silver,277.94,15
95648GE0159856,OH,Silver,278.32,15
37034XR8520139,OH,Silver,278.67,15
51830ZE2794205,OH,Silver,279.78,15
90584GU4125651,OH,Silver,280.36,15
32365OP6557043,OH,Silver,284.05,15
20199OF9788901,OH,Silver,286.15,15
64661KK9560745,OH,Silver,289.33,15
20010YS3664791,OH,Silver,289.34,15
41312LF5324357,OH,Silver,290.01,15
96238TN0650751,OH,Silver,290.11,15
38850BT8024811,OH,Silver,290.69,15
06827PF4123741,OH,Silver,292.45,15
72245JH6747424,OH,Silver,292.59,15
01316LF4820301,OH,Silver,293.03,15
10434DS5706883,OH,Silver,293.61,15
29125FT1489916,OH,Silver,293.61,15
66993XM6065168,OH,Silver,293.62,15
02200WX0233512,OH,Silver,296.32,15
51259GB2272420,OH,Silver,298.78,15
03225WY9874715,OH,Silver,300.9,15
15366FQ2476755,OH,Silver,301.95,15
26314NY6501447,OH,Silver,303.57,15
44779LG6901995,OH,Silver,303.77,15
94812SJ2654359,OH,Silver,303.77,15
53301VQ7221621,OH,Silver,305.19,15
89818PJ4103538,OH,Silver,311.17,15
60840GR0993977,OH,Silver,312.1,15
97609CR6403444,OH,Silver,313.86,15
58728FP2554171,OH,Silver,317.95,15
82220PJ1641497,OH,Silver,322.07,15
48824OV2681352,OH,Silver,322.15,15
49499NH9198637,OH,Silver,323.81,15
94417MN3363671,OH,Silver,325.59,15
63039ID8394052,OH,Silver,331.27,15
06851QK4286887,OH,Silver,337.3,15
67337GR3060141,OH,Silver,339.1,15
16824HI4108487,OH,Silver,340.84,15
90723RO0476868,OH,Silver,345.75,15
95553NH6000481,OH,Silver,346.78,15
84757DE5543461,OH,Silver,348.73,15
11161MC1864294,OH,Silver,349.47,15
06535GN3075066,OH,Silver,350.38,15
14776VX4511775,OH,Silver,352.67,15
46752NE1066854,OH,Silver,353.79,15
21663SL2507283,OH,Silver,354.13,15
28671DP4322755,OH,Silver,355.15,15
99677OP5107311,OH,Silver,357.86,15
04758FU8823238,OH,Silver,367.97,15
72505TR4236852,OH,Silver,371.0,15
56919CR3065784,OH,Silver,378.14,15
30645SR6440503,OH,Silver,265.88,16
16988SY4921121,OH,Silver,272.31,16
09490PP1234076,OH,Silver,292.18,16
19326IC5305630,OH,Silver,295.43,16
18634QF8196038,OH,Silver,299.2,16
17922PU0419502,OH,Silver,302.56,16
79690FI9674077,OH,Silver,302.98,16
63424LI5843383,OH,Silver,309.96,16
63520NX1798559,OH,Silver,311.47,16
13717ZA3836874,OH,Silver,311.61,16
47853OJ8951426,OH,Silver,317.72,16
63699TY2835984,OH,Silver,318.67,16
56390EC5089482,OH,Silver,320.46,16
03113ID9637805,OH,Silver,322.76,16
87752PR0098109,OH,Silver,324.64,16
82396IY7582187,OH,Silver,326.46,16
35461PE7828032,OH,Silver,328.85,16
99043MA4977952,OH,Silver,332.44,16
43322FY8240447,OH,Silver,336.16,16
88430OG1130366,OH,Silver,337.09,16
48007KS4682482,OH,Silver,338.99,16
05867RQ8780987,OH,Silver,338.99,16
56810ZO7854465,OH,Silver,339.24,16
15727PO2231851,OH,Silver,344.03,16
18828HT5887239,OH,Silver,344.4,16
51600RY5179038,OH,Silver,346.24,16
78200RS2598792,OH,Silver,350.72,16
84343ML3402334,OH,Silver,350.72,16
88805GV4633924,OH,Silver,351.36,16
85221MN6077965,OH,Silver,353.02,16
38389BJ9173167,OH,Silver,354.08,16
29590RO1289858,OH,Silver,354.2,16
34594NK3581827,OH,Silver,354.36,16
28244EC1678507,OH,Silver,355.62,16
30904WE5628831,OH,Silver,356.07,16
94646NK9663924,OH,Silver,365.39,16
21112UJ7158276,OH,Silver,429.13,16
91309VH6410590,OH,Silver,437.38,16
70997SG1918872,OH,Silver,340.55,17
41069PU1880851,OH,Silver,348.48,17
83362SS2233871,OH,Silver,362.79,17
92309WH3968815,OH,Silver,367.7,17
43419NW0071519,OH,Silver,367.7,17
68066XU6712926,OH,Silver,376.1,17
48668CR8859411,OH,Silver,379.54,17
48324XF0996183,OH,Silver,380.43,17
04610ZG2358216,OH,Silver,380.43,17
10492UZ5435717,OH,Silver,382.19,17
60207VI2009804,OH,Silver,394.63,17
05062MV1818406,OH,Silver,402.76,17
24274UN1561281,OH,Silver,411.34,17
19105QD2330145,OH,Silver,414.67,17
48122GT7823442,OH,Silver,414.86,17
88275DG1189328,OH,Silver,416.33,17
03819VD7720481,OH,Silver,438.45,17
06166XL7610819,OH,Silver,446.89,17
24618AN4848550,OK,Silver,231.7,1
44045VM7144448,OK,Silver,248.69,1
36249MH8459550,OK,Silver,249.16,1
64450OU4763044,OK,Silver,254.05,1
36617UO0311039,OK,Silver,256.17,1
94679QR0438484,OK,Silver,262.38,1
55392YQ7055708,OK,Silver,265.88,1
50186HK2967871,OK,Silver,271.78,1
21333WR2309340,OK,Silver,275.58,1
03663LQ9180916,OK,Silver,278.78,1
62032RQ1507644,OK,Silver,188.81,2
61095PR5841154,OK,Silver,205.64,2
87520BH2111645,OK,Silver,235.38,2
58724EG3122734,OK,Silver,252.64,2
10165CN2538593,OK,Silver,258.68,2
43704RW3409164,OK,Silver,265.95,2
66206AW9472528,OK,Silver,266.63,2
42106RI8711928,OK,Silver,275.38,2
82807VL5233040,OK,Silver,279.05,2
28732OB0549944,OK,Silver,282.16,2
70661HM9034734,OK,Silver,289.22,2
96562XE7398120,OK,Silver,289.42,2
39856HY7550074,OK,Silver,195.81,3
80761ML9663356,OK,Silver,213.26,3
61172WQ3750806,OK,Silver,246.56,3
28337OO8562721,OK,Silver,262.72,3
51726IN0012506,OK,Silver,264.65,3
57773XS0561443,OK,Silver,277.61,3
76051OZ6563222,OK,Silver,286.71,3
40721WU9451971,OK,Silver,289.28,3
39215BU0117736,OK,Silver,290.04,3
67863GK4877131,OK,Silver,290.54,3
06994XO4737210,OK,Silver,297.41,3
46313YZ8654831,OK,Silver,301.13,3
81560IT6014342,OK,Silver,302.65,3
84356RH3066148,OK,Silver,315.54,3
21295JB4849602,OK,Silver,323.66,3
56505UB6288007,OK,Silver,331.81,3
45510KX2426895,OK,Silver,347.31,3
10204MH1709814,OK,Silver,366.44,3
22169QS0011249,OK,Silver,373.51,3
26964TF5367207,OK,Silver,199.32,4
24205GU3388853,OK,Silver,217.08,4
51595VI3915317,OK,Silver,230.26,4
54005FH5334541,OK,Silver,247.15,4
94932QP5334720,OK,Silver,258.96,4
53720LW0451327,OK,Silver,262.72,4
13877HP7791507,OK,Silver,266.23,4
70541XL2261713,OK,Silver,269.04,4
99686VU2088885,OK,Silver,277.87,4
65532RL5686629,OK,Silver,281.57,4
35665ZG0847050,OK,Silver,282.47,4
56566PD5772649,OK,Silver,289.74,4
09815SN4905589,OK,Silver,290.04,4
81991CX0121196,OK,Silver,291.84,4
86365HW8367637,OK,Silver,302.65,4
05117HF7342173,OK,Silver,331.02,4
07711CL9504918,OK,Silver,331.81,4
28572YQ1513379,OK,Silver,337.42,4
86907WS2714023,OK,Silver,347.31,4
14324OV8173778,OK,Silver,192.53,5
37390FU2183393,OK,Silver,209.68,5
34462VR5308799,OK,Silver,230.39,5
25187YM0578813,OK,Silver,247.28,5
29596GP4300495,OK,Silver,249.16,5
00263OX8561405,OK,Silver,256.17,5
69567RV9299360,OK,Silver,256.73,5
14118CL3280197,OK,Silver,262.72,5
39424YK6598257,OK,Silver,265.15,5
94504QC8107037,OK,Silver,268.69,5
36421FM9975593,OK,Silver,271.78,5
83978BT8767750,OK,Silver,278.48,5
79543IE4123517,OK,Silver,278.78,5
59680DZ9848937,OK,Silver,290.04,5
79002OF6356569,OK,Silver,302.65,5
22543ON7280897,OK,Silver,331.81,5
99714KX0419197,OK,Silver,347.31,5
96358DZ8192944,OR,Silver,207.0,1
09475GU8663287,OR,Silver,211.95,1
76378RW8941976,OR,Silver,216.0,1
03272MX1202286,OR,Silver,219.0,1
34743EV4518251,OR,Silver,221.0,1
93277EX0884350,OR,Silver,225.0,1
44469QT2786262,OR,Silver,226.0,1
75190TC6962138,OR,Silver,227.0,1
83209ZP1085147,OR,Silver,228.0,1
08440QH5101469,OR,Silver,232.33,1
62777ZC3447250,OR,Silver,237.0,1
70596RJ4758033,OR,Silver,239.0,1
03742KY5570460,OR,Silver,240.0,1
46483QG7771426,OR,Silver,240.72,1
85191WJ5483915,OR,Silver,242.82,1
28036IC4887957,OR,Silver,243.0,1
06392SV6915201,OR,Silver,243.03,1
54898FV7665704,OR,Silver,244.95,1
19251QL3254805,OR,Silver,247.0,1
72143IQ9081473,OR,Silver,247.0,1
04877OL9187287,OR,Silver,247.0,1
39096VB2808632,OR,Silver,251.79,1
20919MT5220624,OR,Silver,252.0,1
92257DQ0466665,OR,Silver,254.0,1
97369TA3903304,OR,Silver,254.0,1
27052FY7107599,OR,Silver,254.93,1
98313RM2469576,OR,Silver,257.0,1
70070LA4230787,OR,Silver,257.0,1
21222OK8415422,OR,Silver,258.95,1
96947JH9367823,OR,Silver,265.0,1
13342RH8635300,OR,Silver,273.0,1
48895CB1456374,OR,Silver,275.0,1
90878RV3823979,OR,Silver,279.0,1
08228PT3896413,OR,Silver,281.0,1
99439BJ2872184,OR,Silver,299.0,1
67127VK5034555,OR,Silver,213.0,2
28889AJ8221642,OR,Silver,222.0,2
45646TO4706491,OR,Silver,226.0,2
73283VO0538829,OR,Silver,230.85,2
87528SS3456710,OR,Silver,232.0,2
19515HF3218076,OR,Silver,232.0,2
87816RR7421777,OR,Silver,235.0,2
51249RE4150700,OR,Silver,239.0,2
55639OP3272859,OR,Silver,240.0,2
85055UY3062528,OR,Silver,240.0,2
84182ST4171497,OR,Silver,244.0,2
63173PX3852773,OR,Silver,245.0,2
88741VG4010849,OR,Silver,248.0,2
20189CT4643746,OR,Silver,250.0,2
93449OV9172890,OR,Silver,251.86,2
59604CL2719213,OR,Silver,252.0,2
22470KS5078745,OR,Silver,259.0,2
52612FU2325730,OR,Silver,263.0,2
32111PQ0412547,OR,Silver,264.0,2
09498GQ8109908,OR,Silver,264.47,2
33118NA6745412,OR,Silver,264.71,2
47524EF3811639,OR,Silver,265.0,2
92704JV6030875,OR,Silver,274.25,2
16444IL4471238,OR,Silver,277.67,2
64992DO8449074,OR,Silver,280.74,2
13700BQ7384035,OR,Silver,281.0,2
18905CW0881290,OR,Silver,283.19,2
62863YH2046769,OR,Silver,285.0,2
25048WZ3562185,OR,Silver,285.0,2
54584DE4199045,OR,Silver,293.0,2
22093YM0818341,OR,Silver,296.0,2
80138HY7862975,OR,Silver,213.0,3
58139CP5935437,OR,Silver,222.0,3
17217KP5524947,OR,Silver,226.0,3
27821FI5787682,OR,Silver,227.39,3
10328VB2933568,OR,Silver,232.0,3
26735VJ4246224,OR,Silver,234.78,3
89814EI1807436,OR,Silver,235.0,3
59046UN1432139,OR,Silver,239.0,3
42431KF9428327,OR,Silver,239.36,3
93984RB8993699,OR,Silver,240.0,3
62643GT2821676,OR,Silver,244.0,3
